id,set,label
51560,test,2
51561,train,1
51562,test,5
51563,train,0
51564,train,9
51565,train,3
51566,train,1
51567,train,0
51568,train,2
51569,train,2
51570,train,6
51571,train,12
51572,train,2
51573,test,1
51574,train,0
51575,train,0
51576,train,0
51577,train,4
51578,train,5
51579,train,1
51580,test,0
51581,train,0
51582,train,7
51583,test,0
51584,train,1
51585,train,7
51586,train,0
51587,train,3
51588,train,1
51589,train,2
51590,train,3
51591,train,2
51592,train,4
51593,test,2
51594,train,4
51595,train,4
51596,train,4
51597,train,2
51598,train,8
51599,train,2
51600,train,2
51601,train,2
51602,train,3
51603,train,6
51604,train,1
51605,test,7
51606,train,13
51607,test,1
51608,train,0
51609,test,4
51610,test,4
51611,train,2
51612,train,5
51613,train,10
51614,train,3
51615,test,8
51616,train,0
51617,test,7
51618,test,7
51619,train,1
51620,train,1
51621,train,0
51622,test,0
51623,train,1
51624,train,2
51625,train,11
51626,train,0
51627,train,0
51628,test,3
51629,train,3
51630,train,3
51631,train,6
51632,train,9
51633,train,1
51634,test,3
51635,train,5
51636,train,0
51637,train,1
51638,train,0
51639,train,0
51640,test,8
51641,test,11
51642,train,5
51643,train,4
51644,train,7
51645,train,3
51646,train,0
51647,train,0
51648,train,8
51649,train,0
51650,train,0
51651,test,1
51652,train,1
51653,train,2
51654,train,6
51655,train,3
51656,train,5
51657,train,7
51658,test,1
51659,train,5
51660,train,1
51661,train,1
51662,train,6
51663,train,7
51664,train,12
51665,train,4
51666,test,7
51667,train,6
51668,train,1
51669,train,1
51670,train,3
51671,train,0
51672,train,2
51673,train,3
51674,test,1
51675,train,8
51676,train,0
51677,train,0
51678,train,4
51679,train,3
51680,train,0
51681,train,2
51682,train,3
51683,train,3
51684,train,8
51685,train,4
51686,train,1
51687,test,2
51688,test,3
51689,train,10
51690,train,2
51691,train,3
51692,train,5
51693,train,4
51694,train,1
51695,train,2
51696,train,1
51697,test,4
51698,train,0
51699,train,1
51700,train,2
51701,train,8
51702,train,0
51703,train,0
51704,train,0
51705,test,11
51706,train,1
51707,train,1
51708,train,2
51709,train,1
51710,test,1
51711,train,1
51712,test,2
51713,train,1
51714,train,11
51715,train,4
51716,train,0
51717,test,7
51718,train,2
51719,train,0
51720,test,0
51721,train,5
51722,train,1
51723,train,2
51724,train,6
51725,test,3
51726,train,1
51727,train,3
51728,train,7
51729,train,6
51730,train,3
51731,train,4
51732,train,1
51733,train,7
51734,train,1
51735,train,6
51736,train,0
51737,train,5
51738,train,0
51739,train,8
51740,train,1
51741,train,5
51742,train,2
51743,train,1
51744,train,5
51745,train,1
51746,train,2
51747,train,2
51748,train,1
51749,train,5
51750,train,3
51751,train,0
51752,train,1
51753,train,6
51754,train,4
51755,train,2
51756,train,10
51757,train,6
51758,train,12
51759,train,0
51760,train,3
51761,train,11
51762,train,12
51763,train,4
51764,test,1
51765,train,0
51766,train,6
51767,test,2
51768,train,1
51769,train,2
51770,test,5
51771,train,1
51772,test,3
51773,train,4
51774,train,2
51775,train,10
51776,train,8
51777,test,3
51778,train,0
51779,test,0
51780,train,2
51781,train,2
51782,train,1
51783,train,6
51784,train,3
51785,test,1
51786,test,1
51787,train,8
51788,train,0
51789,train,0
51790,test,3
51791,train,2
51792,test,1
51793,test,1
51794,train,11
51795,train,1
51796,train,11
51797,test,3
51798,train,4
51799,train,2
51800,train,5
51801,test,3
51802,train,2
51803,train,1
51804,train,10
51805,train,3
51806,train,3
51807,train,5
51808,test,0
51809,test,7
51810,train,2
51811,train,7
51812,train,1
51813,train,0
51814,test,7
51815,train,3
51816,test,8
51817,train,1
51818,train,1
51819,train,3
51820,train,0
51821,test,0
51822,train,0
51823,train,0
51824,test,0
51825,train,2
51826,train,9
51827,train,5
51828,train,0
51829,train,11
51830,train,2
51831,test,0
51832,train,0
51833,train,0
51834,train,7
51835,train,4
51836,test,1
51837,train,3
51838,train,5
51839,train,0
51840,train,4
51841,train,2
51842,train,2
51843,train,3
51844,test,3
51845,test,4
51846,train,1
51847,test,3
51848,train,3
51849,train,2
51850,train,10
51851,train,0
51852,train,1
51853,train,3
51854,train,3
51855,train,1
51856,train,4
51857,train,2
51858,test,0
51859,train,0
51860,train,1
51861,train,2
51862,train,1
51863,train,1
51864,train,3
51865,train,2
51866,train,9
51867,train,3
51868,test,3
51869,train,0
51870,train,3
51871,test,10
51872,train,5
51873,train,11
51874,test,2
51875,test,1
51876,train,9
51877,train,0
51878,train,4
51879,test,9
51880,train,4
51881,train,0
51882,train,5
51883,train,5
51884,train,2
51885,train,2
51886,train,2
51887,train,3
51888,train,2
51889,train,0
51890,train,10
51891,train,10
51892,train,3
51893,test,8
51894,train,3
51895,train,5
51896,train,1
51897,train,1
51898,test,3
51899,train,1
51900,train,0
51901,train,2
51902,train,1
51903,train,5
51904,train,3
51905,test,2
51906,train,7
51907,train,0
51908,train,7
51909,train,2
51910,test,6
51911,train,3
51912,test,9
51913,train,1
51914,train,5
51915,train,2
51916,train,3
51917,train,0
51918,train,1
51919,train,4
51920,train,0
51921,train,2
51922,train,6
51923,test,1
51924,test,6
51925,train,1
51926,train,0
51927,train,10
51928,train,1
51929,train,8
51930,train,4
51931,test,4
51932,train,9
51933,train,2
51934,test,7
51935,train,1
51936,test,7
51937,train,1
51938,train,0
51939,test,3
51940,train,6
51941,train,1
51942,test,2
51943,train,0
51944,train,3
51945,train,2
51946,train,4
51947,train,0
51948,train,2
51949,train,2
51950,test,9
51951,train,2
51952,train,0
51953,train,7
51954,train,4
51955,test,4
51956,train,9
51957,train,0
51958,test,2
51959,train,2
51960,train,7
51961,train,3
51962,test,4
51963,train,0
51964,train,2
51965,test,8
51966,train,1
51967,train,10
51968,train,4
51969,train,0
51970,train,9
51971,train,8
51972,train,6
51973,train,4
51974,train,10
51975,train,0
51976,train,1
51977,train,0
51978,train,1
51979,train,3
51980,test,0
51981,test,7
51982,train,6
51983,train,6
51984,train,5
51985,train,0
51986,train,7
51987,train,9
51988,train,4
51989,train,2
51990,train,0
51991,train,3
51992,test,2
51993,test,7
51994,train,2
51995,train,1
51996,train,6
51997,train,1
51998,test,9
51999,train,0
52000,train,2
52001,train,8
52002,test,3
52003,train,10
52004,train,0
52005,train,0
52006,test,4
52007,test,0
52008,test,0
52009,train,1
52010,train,0
52011,train,0
52012,train,9
52013,train,7
52014,test,1
52015,train,1
52016,train,3
52017,train,0
52018,train,1
52019,train,2
52020,test,0
52021,train,7
52022,train,6
52023,train,0
52024,train,5
52025,train,10
52026,train,6
52027,train,2
52028,train,3
52029,train,3
52030,train,0
52031,train,7
52032,train,0
52033,train,7
52034,train,6
52035,train,0
52036,train,12
52037,train,2
52038,train,5
52039,train,0
52040,train,0
52041,train,1
52042,test,2
52043,train,0
52044,train,10
52045,train,0
52046,train,1
52047,train,3
52048,test,1
52049,train,2
52050,test,1
52051,train,1
52052,train,5
52053,train,3
52054,train,3
52055,train,1
52056,train,0
52057,train,7
52058,train,2
52059,train,0
52060,train,0
52061,train,3
52062,train,1
52063,train,1
52064,train,3
52065,train,8
52066,train,4
52067,train,1
52068,train,2
52069,test,5
52070,train,0
52071,train,4
52072,train,0
52073,train,9
52074,train,3
52075,train,11
52076,train,8
52077,test,4
52078,test,3
52079,train,1
52080,train,2
52081,train,2
52082,train,10
52083,test,0
52084,test,4
52085,train,2
52086,train,1
52087,train,3
52088,train,8
52089,train,9
52090,train,0
52091,train,8
52092,train,0
52093,train,2
52094,train,6
52095,train,3
52096,train,3
52097,train,3
52098,train,1
52099,train,3
52100,train,1
52101,train,9
52102,train,8
52103,train,5
52104,train,4
52105,train,0
52106,train,4
52107,train,2
52108,train,5
52109,train,4
52110,train,1
52111,train,7
52112,train,1
52113,train,13
52114,train,8
52115,train,1
52116,test,0
52117,test,1
52118,train,5
52119,train,3
52120,train,4
52121,train,3
52122,train,0
52123,train,3
52124,train,8
52125,train,5
52126,train,1
52127,train,11
52128,test,8
52129,test,0
52130,train,1
52131,train,1
52132,train,2
52133,train,4
52134,train,4
52135,train,13
52136,train,12
52137,train,4
52138,train,1
52139,train,3
52140,train,2
52141,train,0
52142,test,4
52143,train,1
52144,train,0
52145,train,0
52146,train,2
52147,train,5
52148,train,5
52149,train,9
52150,test,3
52151,test,1
52152,train,0
52153,train,4
52154,test,1
52155,train,1
52156,test,3
52157,test,10
52158,train,4
52159,test,1
52160,train,0
52161,train,5
52162,train,4
52163,train,1
52164,train,0
52165,train,1
52166,train,12
52167,train,5
52168,train,3
52169,train,3
52170,test,0
52171,train,2
52172,train,4
52173,train,8
52174,train,5
52175,train,6
52176,train,1
52177,train,2
52178,train,2
52179,train,1
52180,train,12
52181,train,7
52182,test,2
52183,train,7
52184,train,0
52185,train,4
52186,train,0
52187,train,1
52188,train,3
52189,test,1
52190,train,1
52191,train,2
52192,test,2
52193,train,2
52194,test,12
52195,train,1
52196,train,3
52197,train,5
52198,train,2
52199,train,4
52200,test,1
52201,train,9
52202,train,2
52203,test,0
52204,train,3
52205,train,4
52206,train,0
52207,train,2
52208,train,2
52209,train,3
52210,test,0
52211,train,2
52212,train,5
52213,train,3
52214,train,0
52215,test,0
52216,train,3
52217,test,2
52218,train,2
52219,train,1
52220,train,2
52221,train,1
52222,train,5
52223,train,5
52224,train,5
52225,train,1
52226,test,5
52227,train,2
52228,train,4
52229,test,1
52230,train,5
52231,train,1
52232,test,7
52233,train,2
52234,train,1
52235,train,1
52236,train,0
52237,train,0
52238,train,2
52239,train,0
52240,train,6
52241,train,0
52242,train,0
52243,test,8
52244,train,5
52245,train,3
52246,train,10
52247,train,5
52248,train,0
52249,train,3
52250,train,2
52251,train,4
52252,test,5
52253,train,5
52254,test,2
52255,train,2
52256,train,3
52257,train,1
52258,train,1
52259,train,0
52260,test,8
52261,train,0
52262,train,5
52263,train,2
52264,test,6
52265,test,13
52266,train,3
52267,train,1
52268,train,10
52269,train,9
52270,train,0
52271,test,6
52272,train,1
52273,train,9
52274,train,5
52275,train,9
52276,train,5
52277,train,1
52278,train,1
52279,test,1
52280,train,3
52281,train,3
52282,train,11
52283,test,9
52284,train,1
52285,train,3
52286,train,2
52287,train,0
52288,test,6
52289,train,4
52290,train,4
52291,train,0
52292,train,3
52293,train,0
52294,train,6
52295,test,2
52296,test,1
52297,train,0
52298,test,0
52299,train,1
52300,train,7
52301,train,6
52302,test,3
52303,train,11
52304,train,5
52305,train,1
52306,train,3
52307,train,5
52308,train,4
52309,train,3
52310,train,2
52311,test,0
52312,test,4
52313,train,0
52314,train,2
52315,train,7
52316,train,0
52317,train,2
52318,test,2
52319,train,0
52320,train,8
52321,train,6
52322,train,5
52323,train,4
52324,test,12
52325,train,2
52326,train,3
52327,train,6
52328,train,1
52329,train,2
52330,test,0
52331,train,1
52332,train,9
52333,train,6
52334,train,2
52335,test,1
52336,train,2
52337,train,0
52338,train,10
52339,test,5
52340,test,2
52341,test,2
52342,train,1
52343,train,2
52344,train,6
52345,train,6
52346,train,0
52347,train,2
52348,train,2
52349,train,0
52350,train,6
52351,train,1
52352,test,10
52353,train,0
52354,train,2
52355,test,1
52356,test,2
52357,test,7
52358,train,3
52359,train,2
52360,train,0
52361,train,1
52362,train,0
52363,train,3
52364,train,3
52365,train,1
52366,test,0
52367,test,2
52368,test,6
52369,train,7
52370,train,2
52371,train,0
52372,test,7
52373,train,6
52374,train,8
52375,train,1
52376,train,3
52377,test,0
52378,train,0
52379,test,0
52380,train,1
52381,train,1
52382,test,4
52383,train,6
52384,train,2
52385,train,3
52386,test,3
52387,test,5
52388,train,2
52389,train,9
52390,train,0
52391,test,0
52392,train,5
52393,test,1
52394,train,2
52395,train,0
52396,test,8
52397,test,2
52398,train,0
52399,train,5
52400,train,2
52401,test,9
52402,train,3
52403,test,1
52404,train,10
52405,train,4
52406,train,0
52407,train,1
52408,train,0
52409,train,0
52410,test,2
52411,train,2
52412,train,3
52413,train,0
52414,train,5
52415,train,2
52416,train,2
52417,train,0
52418,train,0
52419,train,4
52420,train,1
52421,test,4
52422,train,8
52423,train,3
52424,train,2
52425,train,7
52426,test,1
52427,test,0
52428,train,3
52429,test,4
52430,train,5
52431,train,0
52432,train,1
52433,train,0
52434,train,6
52435,test,0
52436,train,4
52437,train,1
52438,train,0
52439,test,1
52440,train,6
52441,train,2
52442,train,0
52443,train,5
52444,train,8
52445,train,0
52446,train,8
52447,train,9
52448,train,2
52449,train,2
52450,train,0
52451,train,9
52452,train,2
52453,test,0
52454,train,9
52455,train,1
52456,train,1
52457,train,0
52458,train,1
52459,train,0
52460,train,1
52461,train,7
52462,train,3
52463,train,12
52464,train,2
52465,train,7
52466,train,6
52467,train,8
52468,train,8
52469,train,11
52470,train,8
52471,test,0
52472,test,0
52473,train,4
52474,train,10
52475,train,1
52476,test,11
52477,train,2
52478,train,1
52479,train,3
52480,train,2
52481,train,11
52482,train,2
52483,train,3
52484,train,4
52485,train,5
52486,train,7
52487,train,2
52488,train,0
52489,train,0
52490,test,0
52491,test,2
52492,train,1
52493,train,1
52494,train,5
52495,test,0
52496,train,6
52497,train,1
52498,train,4
52499,train,1
52500,train,0
52501,train,7
52502,train,1
52503,train,0
52504,train,1
52505,train,4
52506,test,5
52507,test,3
52508,train,2
52509,train,2
52510,train,3
52511,train,8
52512,train,2
52513,train,1
52514,train,12
52515,train,0
52516,test,2
52517,train,2
52518,train,11
52519,train,4
52520,train,4
52521,train,0
52522,test,1
52523,train,2
52524,train,1
52525,train,3
52526,train,2
52527,test,1
52528,train,4
52529,train,4
52530,train,0
52531,train,5
52532,train,1
52533,train,6
52534,train,5
52535,train,4
52536,train,0
52537,train,10
52538,test,1
52539,train,3
52540,test,7
52541,test,7
52542,test,4
52543,test,4
52544,train,1
52545,train,4
52546,train,10
52547,train,9
52548,train,3
52549,train,1
52550,train,2
52551,train,2
52552,train,0
52553,train,3
52554,train,4
52555,train,1
52556,train,0
52557,train,5
52558,test,2
52559,train,2
52560,train,2
52561,train,0
52562,train,1
52563,train,2
52564,train,1
52565,train,11
52566,train,1
52567,train,2
52568,train,5
52569,train,2
52570,test,1
52571,train,0
52572,train,10
52573,train,3
52574,train,0
52575,train,1
52576,train,0
52577,train,5
52578,train,0
52579,train,4
52580,train,2
52581,train,2
52582,train,1
52583,train,0
52584,train,7
52585,train,9
52586,train,6
52587,train,3
52588,train,3
52589,train,1
52590,train,9
52591,test,1
52592,test,4
52593,train,0
52594,train,12
52595,train,1
52596,train,11
52597,test,9
52598,test,8
52599,train,4
52600,train,2
52601,test,4
52602,train,1
52603,train,1
52604,train,1
52605,train,5
52606,test,6
52607,train,11
52608,train,0
52609,test,11
52610,test,0
52611,train,6
52612,test,8
52613,train,7
52614,train,1
52615,train,2
52616,train,1
52617,train,5
52618,train,4
52619,train,2
52620,train,11
52621,train,7
52622,train,1
52623,train,6
52624,train,1
52625,train,0
52626,train,9
52627,train,0
52628,train,5
52629,train,4
52630,train,3
52631,train,4
52632,train,3
52633,train,8
52634,train,4
52635,train,6
52636,test,9
52637,test,12
52638,train,2
52639,train,3
52640,test,4
52641,test,4
52642,train,2
52643,train,6
52644,train,3
52645,test,2
52646,train,2
52647,train,1
52648,train,8
52649,train,3
52650,train,8
52651,test,8
52652,train,6
52653,train,10
52654,test,0
52655,train,2
52656,train,0
52657,test,7
52658,train,3
52659,test,6
52660,train,1
52661,train,2
52662,test,2
52663,train,0
52664,train,7
52665,train,6
52666,train,0
52667,train,3
52668,train,10
52669,train,5
52670,train,10
52671,train,2
52672,train,3
52673,train,8
52674,train,9
52675,train,2
52676,train,7
52677,train,12
52678,train,1
52679,train,6
52680,train,3
52681,train,2
52682,train,0
52683,train,6
52684,train,5
52685,train,10
52686,train,0
52687,train,0
52688,train,0
52689,train,3
52690,test,7
52691,train,2
52692,train,3
52693,train,2
52694,train,5
52695,train,2
52696,train,3
52697,train,1
52698,train,0
52699,test,2
52700,train,1
52701,test,0
52702,train,11
52703,train,9
52704,train,7
52705,train,7
52706,train,4
52707,train,3
52708,train,8
52709,train,1
52710,test,2
52711,train,8
52712,train,0
52713,test,2
52714,train,0
52715,train,2
52716,train,6
52717,train,1
52718,test,0
52719,test,0
52720,train,6
52721,train,3
52722,train,6
52723,train,6
52724,train,1
52725,train,6
52726,train,4
52727,train,9
52728,test,2
52729,train,1
52730,train,5
52731,train,0
52732,test,2
52733,train,0
52734,train,0
52735,train,5
52736,train,1
52737,train,1
52738,train,4
52739,test,2
52740,train,0
52741,train,0
52742,train,4
52743,train,1
52744,test,6
52745,train,5
52746,train,7
52747,test,5
52748,test,1
52749,train,4
52750,test,11
52751,train,1
52752,train,2
52753,train,0
52754,train,1
52755,train,6
52756,train,6
52757,train,1
52758,train,2
52759,train,1
52760,train,8
52761,test,6
52762,train,4
52763,train,3
52764,train,8
52765,train,11
52766,train,1
52767,test,0
52768,train,7
52769,train,0
52770,train,8
52771,train,5
52772,train,9
52773,train,2
52774,train,2
52775,train,7
52776,train,6
52777,train,1
52778,train,2
52779,train,3
52780,train,10
52781,train,2
52782,train,1
52783,train,0
52784,train,12
52785,train,2
52786,train,13
52787,train,3
52788,train,4
52789,train,1
52790,train,2
52791,test,2
52792,train,6
52793,train,2
52794,train,6
52795,train,8
52796,train,1
52797,test,1
52798,train,3
52799,train,8
52800,test,1
52801,train,3
52802,test,6
52803,train,0
52804,train,2
52805,train,1
52806,test,1
52807,train,2
52808,test,2
52809,train,4
52810,train,2
52811,train,5
52812,train,1
52813,train,0
52814,train,5
52815,train,3
52816,train,7
52817,test,0
52818,train,1
52819,train,0
52820,train,2
52821,train,2
52822,test,9
52823,train,3
52824,test,2
52825,train,1
52826,train,2
52827,train,2
52828,train,0
52829,train,5
52830,train,0
52831,train,1
52832,train,4
52833,train,7
52834,train,9
52835,train,0
52836,train,5
52837,train,4
52838,train,1
52839,train,2
52840,train,5
52841,train,0
52842,train,0
52843,test,1
52844,train,4
52845,test,4
52846,train,1
52847,train,6
52848,train,0
52849,train,3
52850,test,4
52851,train,4
52852,train,1
52853,train,1
52854,train,1
52855,test,2
52856,train,2
52857,train,0
52858,test,0
52859,test,0
52860,train,0
52861,train,5
52862,train,3
52863,test,0
52864,train,0
52865,train,1
52866,train,0
52867,train,2
52868,train,0
52869,train,1
52870,train,1
52871,train,0
52872,train,4
52873,train,4
52874,train,0
52875,train,10
52876,train,0
52877,train,0
52878,train,6
52879,train,1
52880,train,1
52881,train,5
52882,train,4
52883,train,2
52884,train,4
52885,train,2
52886,train,6
52887,train,5
52888,train,6
52889,train,1
52890,test,0
52891,train,1
52892,train,4
52893,train,4
52894,train,2
52895,train,8
52896,train,4
52897,train,6
52898,train,7
52899,train,2
52900,test,0
52901,train,4
52902,train,1
52903,train,3
52904,train,8
52905,train,5
52906,train,1
52907,train,2
52908,train,4
52909,train,1
52910,train,0
52911,train,1
52912,train,9
52913,test,2
52914,train,1
52915,train,8
52916,test,11
52917,train,13
52918,test,5
52919,test,0
52920,train,1
52921,test,1
52922,test,4
52923,train,2
52924,train,10
52925,train,1
52926,train,0
52927,train,3
52928,test,5
52929,test,0
52930,train,0
52931,train,8
52932,train,2
52933,train,5
52934,train,3
52935,test,0
52936,train,1
52937,test,1
52938,train,2
52939,train,0
52940,test,4
52941,train,5
52942,train,7
52943,train,4
52944,train,3
52945,train,0
52946,train,3
52947,train,9
52948,train,2
52949,test,7
52950,train,2
52951,train,4
52952,test,0
52953,test,6
52954,train,1
52955,train,11
52956,train,5
52957,train,5
52958,train,3
52959,train,1
52960,train,0
52961,train,8
52962,train,5
52963,train,1
52964,train,1
52965,test,9
52966,train,0
52967,test,7
52968,train,3
52969,train,0
52970,train,2
52971,train,1
52972,test,1
52973,train,0
52974,train,3
52975,train,7
52976,train,2
52977,train,6
52978,train,1
52979,train,2
52980,train,0
52981,train,0
52982,train,5
52983,train,9
52984,train,2
52985,train,1
52986,train,0
52987,train,10
52988,train,7
52989,train,4
52990,train,0
52991,train,1
52992,train,2
52993,train,0
52994,test,3
52995,train,1
52996,train,1
52997,train,2
52998,train,0
52999,train,1
53000,train,0
53001,train,2
53002,train,0
53003,test,0
53004,train,6
53005,test,5
53006,train,0
53007,train,3
53008,test,4
53009,train,2
53010,train,2
53011,test,5
53012,train,1
53013,train,2
53014,train,1
53015,test,1
53016,test,2
53017,train,0
53018,train,2
53019,train,1
53020,train,2
53021,train,6
53022,train,0
53023,train,9
53024,train,5
53025,train,0
53026,train,9
53027,train,7
53028,test,3
53029,test,2
53030,train,3
53031,train,3
53032,train,1
53033,train,1
53034,train,0
53035,train,4
53036,train,1
53037,train,6
53038,test,0
53039,train,3
53040,train,4
53041,train,4
53042,train,3
53043,train,0
53044,train,12
53045,test,3
53046,train,2
53047,train,1
53048,train,13
53049,test,7
53050,train,1
53051,train,0
53052,train,8
53053,test,5
53054,test,0
53055,test,1
53056,train,0
53057,train,0
53058,test,3
53059,train,7
53060,test,2
53061,train,2
53062,test,0
53063,train,10
53064,train,4
53065,train,8
53066,train,2
53067,test,4
53068,train,11
53069,train,0
53070,train,4
53071,test,1
53072,train,5
53073,train,2
53074,train,9
53075,train,6
53076,train,0
53077,test,1
53078,train,2
53079,train,10
53080,train,0
53081,train,3
53082,train,2
53083,test,2
53084,train,1
53085,train,8
53086,train,0
53087,train,0
53088,train,3
53089,test,12
53090,test,0
53091,train,2
53092,test,0
53093,test,8
53094,train,0
53095,train,0
53096,train,2
53097,train,0
53098,train,6
53099,train,10
53100,train,1
53101,train,2
53102,train,1
53103,test,1
53104,test,5
53105,train,3
53106,train,3
53107,train,1
53108,train,1
53109,train,4
53110,train,2
53111,train,3
53112,train,6
53113,train,7
53114,train,5
53115,train,6
53116,train,0
53117,test,5
53118,test,2
53119,train,2
53120,test,4
53121,test,0
53122,train,1
53123,train,0
53124,train,6
53125,train,5
53126,train,4
53127,test,2
53128,train,1
53129,train,0
53130,train,2
53131,train,1
53132,train,8
53133,train,6
53134,train,1
53135,train,5
53136,test,3
53137,train,9
53138,train,2
53139,train,0
53140,train,3
53141,test,1
53142,train,5
53143,train,0
53144,test,1
53145,test,6
53146,train,0
53147,test,2
53148,test,7
53149,train,3
53150,train,8
53151,train,4
53152,train,8
53153,train,1
53154,train,2
53155,train,1
53156,train,3
53157,train,0
53158,train,5
53159,train,2
53160,train,9
53161,train,7
53162,train,2
53163,train,10
53164,train,7
53165,train,11
53166,train,9
53167,train,4
53168,train,0
53169,train,1
53170,train,2
53171,test,0
53172,train,1
53173,train,0
53174,train,0
53175,train,4
53176,train,6
53177,train,1
53178,test,0
53179,train,0
53180,train,2
53181,train,4
53182,train,3
53183,train,6
53184,train,11
53185,train,5
53186,train,2
53187,train,2
53188,train,3
53189,train,9
53190,train,0
53191,test,0
53192,train,6
53193,train,10
53194,test,1
53195,train,4
53196,train,4
53197,train,8
53198,train,4
53199,train,6
53200,train,4
53201,train,1
53202,train,0
53203,train,3
53204,train,1
53205,test,10
53206,train,3
53207,train,8
53208,test,2
53209,train,4
53210,train,0
53211,train,2
53212,train,11
53213,test,0
53214,test,1
53215,train,9
53216,train,3
53217,train,7
53218,train,6
53219,train,0
53220,train,1
53221,train,3
53222,train,6
53223,train,0
53224,train,5
53225,train,1
53226,test,4
53227,train,0
53228,test,9
53229,train,2
53230,train,6
53231,train,3
53232,test,1
53233,test,11
53234,train,2
53235,train,1
53236,train,4
53237,test,1
53238,train,1
53239,train,10
53240,train,3
53241,train,1
53242,test,6
53243,train,0
53244,test,9
53245,test,3
53246,train,1
53247,train,0
53248,train,1
53249,train,8
53250,train,3
53251,train,1
53252,train,11
53253,train,1
53254,train,1
53255,train,5
53256,train,2
53257,test,10
53258,train,2
53259,test,2
53260,train,0
53261,test,1
53262,train,2
53263,test,0
53264,train,0
53265,train,0
53266,train,8
53267,test,2
53268,train,6
53269,train,8
53270,train,1
53271,train,1
53272,train,1
53273,train,3
53274,train,8
53275,train,3
53276,train,5
53277,test,0
53278,train,1
53279,train,9
53280,train,0
53281,train,7
53282,test,8
53283,test,7
53284,train,0
53285,train,7
53286,train,2
53287,train,3
53288,train,12
53289,train,2
53290,test,1
53291,train,1
53292,train,5
53293,train,11
53294,train,8
53295,train,1
53296,test,0
53297,test,2
53298,train,1
53299,train,10
53300,train,3
53301,train,2
53302,train,12
53303,train,0
53304,train,3
53305,train,1
53306,train,8
53307,train,1
53308,train,3
53309,train,3
53310,train,5
53311,train,1
53312,train,1
53313,train,3
53314,test,0
53315,train,1
53316,train,12
53317,train,7
53318,train,2
53319,train,1
53320,train,0
53321,train,1
53322,train,5
53323,train,0
53324,train,0
53325,test,0
53326,train,0
53327,train,6
53328,train,0
53329,train,4
53330,train,0
53331,test,5
53332,train,0
53333,test,1
53334,train,2
53335,train,2
53336,train,4
53337,test,4
53338,train,10
53339,train,1
53340,train,1
53341,train,1
53342,train,5
53343,train,6
53344,train,3
53345,train,3
53346,train,7
53347,train,10
53348,test,2
53349,test,4
53350,train,0
53351,train,6
53352,train,8
53353,train,6
53354,test,11
53355,train,1
53356,train,1
53357,train,5
53358,train,3
53359,train,2
53360,train,6
53361,train,1
53362,test,10
53363,train,11
53364,train,1
53365,test,7
53366,train,1
53367,train,3
53368,train,8
53369,train,0
53370,test,1
53371,train,7
53372,train,3
53373,train,4
53374,train,5
53375,train,4
53376,train,2
53377,train,1
53378,train,11
53379,train,7
53380,test,1
53381,train,4
53382,train,3
53383,train,3
53384,train,2
53385,train,2
53386,train,0
53387,train,1
53388,train,1
53389,test,0
53390,train,1
53391,train,2
53392,train,3
53393,test,7
53394,train,3
53395,test,1
53396,train,6
53397,test,2
53398,train,2
53399,test,0
53400,train,1
53401,test,0
53402,train,6
53403,train,0
53404,test,5
53405,train,9
53406,train,0
53407,train,0
53408,train,1
53409,train,5
53410,test,0
53411,train,7
53412,train,0
53413,train,0
53414,train,8
53415,train,5
53416,train,12
53417,test,0
53418,train,7
53419,train,10
53420,test,5
53421,train,6
53422,test,8
53423,train,6
53424,train,1
53425,train,2
53426,train,5
53427,train,0
53428,train,3
53429,train,3
53430,train,5
53431,train,0
53432,test,7
53433,train,2
53434,train,0
53435,train,10
53436,train,4
53437,test,4
53438,train,0
53439,train,0
53440,train,7
53441,train,3
53442,train,7
53443,train,2
53444,test,4
53445,test,0
53446,test,1
53447,train,0
53448,train,11
53449,train,0
53450,test,0
53451,train,1
53452,train,1
53453,test,4
53454,train,2
53455,train,2
53456,train,5
53457,train,7
53458,train,1
53459,train,3
53460,train,1
53461,train,1
53462,train,2
53463,train,1
53464,train,1
53465,test,1
53466,train,2
53467,train,5
53468,train,0
53469,test,3
53470,test,2
53471,train,0
53472,train,2
53473,test,5
53474,train,5
53475,train,2
53476,train,3
53477,train,2
53478,test,11
53479,train,0
53480,train,0
53481,train,1
53482,train,5
53483,test,1
53484,train,5
53485,test,0
53486,train,10
53487,train,10
53488,train,1
53489,test,7
53490,train,2
53491,test,3
53492,train,7
53493,train,8
53494,train,3
53495,train,0
53496,train,0
53497,train,0
53498,train,7
53499,train,4
53500,train,4
53501,train,13
53502,train,1
53503,train,4
53504,train,3
53505,train,7
53506,train,3
53507,train,0
53508,train,1
53509,train,2
53510,train,1
53511,train,1
53512,test,6
53513,test,1
53514,train,2
53515,test,2
53516,test,2
53517,test,9
53518,train,0
53519,train,0
53520,train,2
53521,train,6
53522,train,1
53523,test,2
53524,train,4
53525,train,12
53526,train,0
53527,train,3
53528,train,4
53529,train,3
53530,train,1
53531,train,4
53532,train,3
53533,train,8
53534,train,5
53535,train,7
53536,test,8
53537,train,1
53538,train,11
53539,train,1
53540,train,3
53541,train,0
53542,train,0
53543,test,2
53544,train,2
53545,train,0
53546,train,1
53547,train,3
53548,train,3
53549,test,4
53550,train,7
53551,test,2
53552,test,9
53553,test,9
53554,train,1
53555,test,2
53556,train,10
53557,train,6
53558,test,2
